id,nombre,telefono,gastos,rol,ganancias_anuales
97230572,Kathleen Reed,(055)011-4716x405,2115.12,Ejecutivo,8485.3
65524030,Richard Davenport,001-278-685-9948x71043,7455.43,Cliente,7610.35
4369068,Mark Sanders,060-222-2520x808,185.9,Gerente,22934.99
77405557,Dustin Burton,785.754.4825,16606.56,Ejecutivo,27050.47
36273920,Cynthia Shannon,7867012005,13748.96,Cliente,72381.62
91000445,Jason Garcia,040-088-8136x54296,19751.16,Cliente,64163.23
56519912,Jason Thompson,4899375722,352.13,Cliente,30805.05
94348561,Dominique Phillips,+1-396-795-8249x2100,3313.03,Analista,7589.0
89421940,Michael Leonard,6193718462,16873.06,Gerente,25798.27
81381138,John Navarro,772-415-1144x585,10742.55,Gerente,61624.65
28361576,Andrea Cook,(741)528-9950x824,14883.43,Ejecutivo,48975.29
74084243,Brooke Burke,891.682.3273x838,17772.11,Cliente,10581.69
31345506,Tara Holland,901.322.5292x51430,2785.18,Cliente,38091.23
36850412,Cory Jones,(268)728-8013x7060,2869.39,Analista,67586.83
98212181,Jose Curtis,190-774-3029x492,6894.98,Cliente,39407.62
37412780,Anthony Green,0400770925,10810.62,Gerente,11198.53
16953186,Jessica Johnson MD,4785980445,10404.04,Gerente,13579.1
57684964,Kayla Foster,281.673.6540x0131,5099.64,Gerente,60385.95
83499932,Andre Carpenter,+1-329-697-2372,17305.25,Gerente,25332.86
42875272,Danielle Weaver,571-447-7209x3469,15910.69,Analista,49232.19
44617322,Carrie Roberts,+1-589-302-5545x639,11743.95,Gerente,58334.42
88792754,Daniel Perez,843-042-3189,8664.17,Gerente,22554.59
16337563,Daniel Morrow,887.858.5275x663,2608.85,Gerente,36886.16
53671140,Anna Anderson,(540)064-7499x56776,11909.52,Gerente,75019.35
80234257,Laura French,259.329.7249,1179.17,Analista,8022.44
31671817,Cody Hess,(099)349-2969x2875,2619.31,Analista,57360.48
49117523,David Oconnor,(865)917-2949x2926,14760.58,Analista,12158.66
29719880,Joshua Brown,(078)004-8902x89881,10672.67,Cliente,28104.49
31831882,Trevor Oconnor,020.561.8886,14983.02,Cliente,62592.25
37360335,Lori Martinez,(344)037-0052x8560,6200.94,Ejecutivo,71567.14
65643638,Mathew Brown,(610)634-6621,14970.1,Analista,10645.82
61953197,Cheryl Jones,(442)802-5305x1668,1026.21,Analista,25725.87
39163305,Jose Harris,001-357-632-3139x23045,3468.1,Gerente,26810.31
89647490,Rachael Underwood,001-479-710-5730x38284,19911.58,Analista,45202.25
22940327,Shari Smith,113-779-6928x3769,2971.18,Cliente,60470.28
2729021,Daniel Bird,6947811884,10479.04,Ejecutivo,31728.46
86575237,Crystal Ingram,124.660.4154x736,587.31,Ejecutivo,63022.04
1183865,Monica Brown,561-579-2708x761,18419.51,Analista,10377.13
18065121,Haley Leonard,(595)723-1928,5163.39,Ejecutivo,23462.97
35054506,Jesus Taylor,327-556-0232,5264.73,Ejecutivo,53890.94
85451746,Nicholas Johnson,236.519.5028,12230.39,Gerente,68802.37
52308868,Christopher Newton,001-567-622-5004x65677,1532.08,Gerente,37869.3
33507172,Daniel Gibson,756.374.0785,12602.28,Ejecutivo,20848.56
28512315,Melinda Khan,818-928-1223x59472,1550.79,Gerente,9192.0
62027081,Christopher Maldonado,955-587-8284x73306,13448.35,Gerente,43103.07
64913373,Taylor Sanders,277-048-4343,2940.66,Ejecutivo,37253.62
54820246,Andrea Turner,564-890-7806x4391,13854.2,Cliente,57775.99
31831516,Timothy Gibson,(261)987-8288x5410,5877.51,Gerente,10085.02
8114287,Anthony Harding,(989)772-7868x2355,8642.62,Gerente,67417.51
44846397,Joshua Williams,(184)403-6488,16954.53,Analista,64148.19
5011279,Ryan Willis,720.256.5672,13511.13,Analista,70896.0
30255008,Emma Hawkins,595-964-4357x2134,364.89,Ejecutivo,14049.19
17311754,Francis Vance,(154)667-6263,18693.61,Ejecutivo,56308.78
27786635,Stephen Brock,770-122-4249,18245.87,Cliente,71366.75
58270296,Beverly Gay,+1-447-924-6692,8934.62,Gerente,26046.51
29381890,Maureen Hubbard,899.994.9709x7252,10308.64,Gerente,22674.01
31714166,Amanda Wilson,392.413.7713x3436,12512.86,Cliente,11548.7
76322460,Christina Jones,241.859.4678x03635,717.74,Ejecutivo,49102.99
14702432,James Olsen,(305)733-1385x08583,14828.61,Gerente,30256.9
84859074,Steven Lane,+1-661-330-0536,9316.22,Ejecutivo,47519.35
7196176,Terry Jacobs,982-557-7692x114,4345.33,Gerente,55878.4
19940970,Ronald Rowe,730-285-0797x17263,17453.3,Analista,18047.51
40227074,Michael Martin,001-260-037-9227x281,17409.88,Analista,39210.79
34652334,Vanessa Brown,001-143-206-5501x5760,18054.86,Cliente,64038.15
64247327,Maria Chandler,230-739-9629,15330.05,Gerente,24849.42
95377677,Gary Garcia,047.804.5337x6316,11982.37,Ejecutivo,30149.34
4972986,Andrew Wood,001-690-145-8007x09079,9244.19,Analista,19624.1
48256358,Sara Gilmore,(097)613-8538,11724.79,Analista,65984.39
4637264,Mark Mitchell,621.681.7807x86422,15142.37,Gerente,23681.67
45674024,Craig Patrick,001-391-250-6745x4157,6121.08,Ejecutivo,35026.52
13826784,Troy Sanchez,(038)522-1296x041,130.13,Cliente,67047.11
80364250,Eric Schneider,+1-767-124-1508x7944,4775.74,Gerente,26237.21
32566696,Anthony Sawyer,+1-222-241-9871x498,18628.94,Analista,59561.99
86994888,Evelyn Hughes,+1-898-731-3191x1273,5022.76,Analista,27761.68
47754709,Kristi Hale,4315779065,13549.54,Cliente,60625.91
65056406,Roy Cortez,9444613120,10826.69,Analista,25059.06
60920065,Kelly Atkins,+1-304-834-9360x14999,10669.35,Gerente,45421.66
56093516,Darlene Santos,+1-000-948-9190x53708,7488.49,Gerente,38188.45
27995134,Brendan Lee,268-448-2347,7951.77,Cliente,28153.38
4273936,Eric Morgan,001-546-807-4804x3595,909.67,Cliente,26421.6
60147895,Andrea Stein,056.677.7549,3777.96,Ejecutivo,66072.03
18862688,Jacob Martin,+1-191-236-4728x5985,1242.12,Ejecutivo,26883.88
45198042,Amanda Sanchez,001-460-769-3431x35203,6608.4,Analista,13209.95
26765680,Lisa Jackson,+1-747-748-9536,12775.89,Analista,54867.51
65710292,Leslie Spencer,703.481.8858,19106.19,Ejecutivo,35216.23
72731843,Kimberly Lopez,001-697-996-9658x8916,2336.79,Analista,29836.04
91736714,Benjamin Kirby,001-096-789-7895x41473,13151.84,Ejecutivo,66352.47
79836938,Michael Lopez,259.072.9392x57296,8189.51,Gerente,38264.3
15222525,Angela Hendricks,222.122.0422x01270,7074.48,Ejecutivo,32002.24
19827329,Jeremy Johnston,(237)352-5113x8435,6133.52,Ejecutivo,47978.58
94479941,Ashley Burns,9496596717,16091.17,Cliente,7342.71
42501191,Melissa Manning,938.423.5869x65437,16849.7,Gerente,46152.68
70384900,Tara Obrien,(838)060-6451x414,17084.18,Gerente,33448.22
75321201,Jennifer Pratt,278-407-4856,1291.74,Gerente,65781.59
50003411,Sheena Smith,+1-578-709-4510x845,4628.24,Cliente,49122.15
12868274,Christina Wilson,001-497-248-9918,8649.57,Analista,54066.26
20171512,Katelyn Jackson,+1-493-844-1360,1653.3,Ejecutivo,21815.55
87877848,Paula Davis,9761327749,4557.79,Cliente,5558.75
30184852,Evelyn James,001-811-790-8223x0255,10631.49,Ejecutivo,16707.39
53536876,Henry Mcgee,210-455-0932x6535,8965.88,Gerente,18334.34
81831300,Anne Oconnor,001-833-876-4583,17077.53,Cliente,34234.85
23548510,Howard Mueller,(166)510-0006,17690.89,Cliente,20151.22
75453527,Kristopher Kane,(983)768-2298,19850.32,Ejecutivo,24835.85
46994604,Stephen Knight,516.246.4180x186,12445.65,Analista,74173.58
38133321,James Phillips,558.603.7045x31870,1707.88,Analista,72873.42
13064446,Sabrina Porter,+1-753-201-3703x78203,14411.6,Gerente,34001.65
4653712,Troy Graham,102-721-1009x347,16310.63,Analista,48656.88
74002153,Jennifer Bryant,063-400-5427x34702,8357.63,Ejecutivo,34106.59
38642864,Christian Lopez,001-472-914-6711x7737,15909.32,Gerente,8396.6
59220144,Larry Jackson,(559)374-9602x61882,15327.23,Ejecutivo,33454.23
51428533,Jason Walker,085.123.9490,17770.91,Gerente,79454.47
57548258,Amy Rose,001-262-480-7411,6775.13,Gerente,25290.68
21739883,Adrian Armstrong,001-435-574-6286x66495,17378.97,Ejecutivo,51097.59
9302363,Timothy Bailey,404.296.3266,146.12,Analista,54665.66
85418594,Bradley Allen,(657)937-8143x3815,2652.12,Ejecutivo,63532.49
25028059,Matthew Smith,777-216-4688,3216.26,Analista,51646.0
13929296,Jeremy Bell,001-949-223-6402x377,15789.02,Gerente,66785.9
39926886,Chad Fernandez,001-486-042-2766x889,19734.96,Ejecutivo,27589.49
28788555,Madison Harris,659-409-0994x0883,4514.59,Cliente,14210.1
57146037,Sarah Baldwin,+1-754-461-1087,17477.67,Analista,34281.85
8480784,Kathleen Cox,(198)203-1131,10770.68,Ejecutivo,56643.13
63676973,Tyler Perez,601.752.1654,9182.44,Cliente,6069.54
56994585,Tiffany Gallagher,+1-330-574-7249x846,6215.72,Cliente,15650.26
92479387,Michael Allen,511.544.2135x731,11485.28,Analista,33681.03
94806425,Linda Taylor,001-356-632-5522x342,14621.36,Gerente,16249.44
58992409,Russell Day,518.060.3569,14102.58,Cliente,68891.69
6178608,Brian Powell,184-285-2483,15781.9,Ejecutivo,64769.81
86612096,John Brandt,278-739-9062x6434,9655.91,Analista,18648.26
32600218,Nathaniel Anderson,131.796.1715,7501.44,Gerente,67688.5
5733747,Michael Brown,(209)238-7948x86476,1325.57,Cliente,29104.75
66005488,Veronica Hull,(735)723-8776x9646,2461.2,Ejecutivo,38010.04
89191096,Scott Wolf,(618)431-6636x630,7483.7,Ejecutivo,48469.11
65457237,Jennifer Smith,9608428496,5838.01,Cliente,48169.72
17574910,Eric Barr,413-781-9142,15095.62,Cliente,35202.02
32423159,Heather Nichols,968.039.9728,17230.48,Gerente,38768.66
83757499,Kevin Yates,(426)055-8671,9989.23,Analista,34947.27
59591542,Robert Kim,5021996166,10257.38,Gerente,14721.23
35528631,Jeffrey Gomez,001-442-087-0723x574,15631.77,Ejecutivo,26055.73
47093418,Mark Saunders,5116920238,11848.07,Ejecutivo,30042.38
5651450,William Bennett,9471118155,8964.72,Ejecutivo,54039.75
64401858,Douglas Hamilton,001-063-079-6764x88043,3128.78,Gerente,79370.14
47609920,Scott Hodges,241.647.3780x36648,17956.74,Cliente,79174.91
31094283,Austin Jennings,323-624-8799,3735.36,Ejecutivo,15378.11
25379936,Michelle Martinez,001-272-948-3286x94063,10891.3,Analista,77000.14
50244551,Michelle Knight,(342)556-3459,17319.56,Analista,35955.95
76197580,David Johnson,8071979357,245.76,Ejecutivo,74265.48
63749101,Rebecca Wilkins,034.570.8357x682,4562.15,Analista,74940.49
22201583,William Ward,500.445.1028,13860.97,Cliente,54879.99
7750335,Terry Freeman,915-370-3268x025,5617.42,Gerente,54574.96
90777188,Austin Davis,(257)773-9917x347,3751.5,Ejecutivo,68047.34
41362532,Perry Norman,001-877-194-7155x26916,19793.23,Analista,63589.3
36160851,Daniel Willis,972.744.6875x844,4678.33,Gerente,5121.61
58003990,Joe Miller,(907)163-5932,2529.79,Ejecutivo,73226.71
81167783,Matthew Rojas,217.510.6404,6371.47,Cliente,60942.08
39029392,Penny Jones,+1-939-453-9499,18524.32,Ejecutivo,9393.77
73949577,Gregory Hernandez,(982)013-3786x96344,16744.46,Ejecutivo,17950.02
35423094,Brett Erickson,+1-138-920-4030,3459.79,Ejecutivo,54172.15
21268253,Mrs. Katherine Richardson MD,5162428955,4083.12,Ejecutivo,66418.27
86741423,Donna Hicks,007-258-0246,993.4,Cliente,26829.17
90563614,Sandra Bowers,+1-718-024-4219x53129,4565.57,Cliente,7735.36
85348732,Amber Adams,234.210.4002x51138,6993.62,Ejecutivo,77918.1
32822017,Jessica Jones,(718)029-4196x0687,18865.31,Analista,6120.81
47755525,Donna Yang,(099)706-8683x098,11430.92,Analista,72970.1
70859149,Michael Butler,071-105-0558x032,877.65,Ejecutivo,8777.61
70276940,Michael Cortez,+1-494-274-0046x4511,3680.13,Gerente,31615.34
35310946,Kayla Conley,724.012.6338x847,13260.39,Cliente,73316.87
83477506,Nancy Reid,3322027525,11289.91,Ejecutivo,69888.48
84550144,April Levine,920.095.8856,11289.7,Cliente,37782.0
31297347,Michael Thompson,+1-964-814-7524x7896,1765.91,Analista,74818.75
2815031,Nicole Noble,(815)020-1241,10463.18,Cliente,56253.28
51222800,David Williams,001-556-385-8182x16563,6616.05,Ejecutivo,5824.95
54075226,Karen Manning,001-867-940-1352x60224,2777.14,Ejecutivo,27098.99
68727389,Michael Wolfe,(486)424-0183x649,11207.59,Ejecutivo,76567.85
73603012,Vanessa Smith,602-293-7335,19082.03,Ejecutivo,14867.52
4776148,Megan Oliver,940-589-2933x40603,3695.18,Ejecutivo,11754.05
35717000,Adam Stewart,1185324897,5259.19,Cliente,17882.59
21514876,Dean Hess,001-445-080-3566x909,6104.1,Gerente,7507.38
3002242,Ricky Cook,725-608-1420x8799,17337.04,Cliente,33856.02
31480814,Robin Merritt,195.071.1615x8941,14360.23,Cliente,8238.94
37704082,Michael Blake,(121)122-6647x121,10155.95,Cliente,52485.0
61148433,Douglas Jones,374-675-8178x252,7177.74,Cliente,22693.98
69426092,Christopher Stevenson,+1-031-282-4737x92230,2734.13,Analista,42583.94
58039855,Elizabeth Brewer,3331149513,5460.55,Cliente,16841.17
40485143,Loretta Sutton,323.339.8104,8876.8,Gerente,32524.23
18308841,Cassandra Stein,(107)878-2039,5694.28,Cliente,28072.56
80935725,Michael Frank,251-028-8299x0279,13958.25,Ejecutivo,8905.0
51706348,Ashley Fernandez,(123)420-5806,17103.59,Ejecutivo,37692.9
11801554,Christina Ibarra,(024)862-4015x0338,6902.86,Cliente,7917.53
98221841,Robert Jones,381.893.7381x9885,12291.5,Ejecutivo,51915.2
71630621,Tristan Hughes,871-108-9561,283.55,Gerente,71831.67
1831840,Michael Wolfe,(270)663-7302x11826,16137.05,Cliente,41991.73
90543563,Andrea Wilkinson,+1-172-004-1148,3138.35,Cliente,55374.59
2067764,David Schaefer,547-931-1801,10908.08,Gerente,7231.99
1995174,Natasha Martinez,001-374-041-0589x94576,3982.43,Ejecutivo,14292.79
48113148,Jose Ibarra,053-260-9562x407,14375.73,Gerente,79187.14
69813167,Dawn Mendoza,001-005-710-6015,11169.83,Gerente,8587.9
34351538,Hannah Andrews,+1-525-089-4090x645,9034.98,Analista,25164.04
38631512,Miranda Edwards,381-453-2763x5348,7401.54,Gerente,11963.73
94222109,Gary Alexander,893.906.0841x3609,11032.2,Gerente,58047.42
2861549,Krista Miller,677-733-2727x9588,4816.61,Analista,79324.77
45051226,Sara Bennett,(286)763-1229x36297,15706.93,Analista,21349.39
40193800,Linda Malone,(648)064-3149x26990,13280.1,Analista,37119.28
33188114,Benjamin Jones,0055682195,10778.07,Gerente,21942.67
38342747,Joseph Ramos,3157064926,3425.33,Gerente,75411.39
57770726,Derek Benton,+1-270-680-8280x8079,4394.68,Gerente,40967.62
10407177,Adam Ramirez,830.593.9176x65964,8372.56,Gerente,68338.09
75861153,Kenneth Meyer,2458426254,10226.14,Analista,37956.45
23388109,Sierra Farley,(124)087-8902x7636,4606.15,Gerente,50298.48
65265272,Thomas Williamson,207-527-1413,8140.93,Ejecutivo,61697.43
54772874,Hannah Crawford,+1-928-148-3712x370,19383.01,Cliente,58658.83
78445869,Patrick Jennings,(673)613-7554x9410,17841.29,Gerente,49405.14
15491259,John Rhodes,008.047.5436,2326.27,Gerente,26564.84
41994463,Marcus Williamson,8614450431,354.86,Gerente,13961.04
93549519,Samantha Gutierrez,001-842-374-5168x000,1770.62,Cliente,63370.52
32049805,Michael Shaw,001-608-560-9578,15063.59,Ejecutivo,39757.53
66559484,Jose Wallace,+1-052-774-4151x01619,4959.0,Gerente,20759.82
39600680,Keith Shelton,525.532.6030,5200.62,Analista,8783.36
21135321,Gabriel Gardner,001-880-345-2699x9247,10975.62,Gerente,49224.36
58887098,Sandra Mcdonald,001-526-940-3077,9927.61,Cliente,72919.08
49074341,James Baldwin,001-748-799-6777x63779,8105.24,Analista,15478.23
19113816,Angelica Long,+1-572-127-8161x854,7906.61,Ejecutivo,37212.65
10548319,Eric Gutierrez,001-760-717-5759x0884,3956.25,Gerente,16128.09
75664019,Karen Stone,001-667-447-9891x033,19414.64,Cliente,8853.06
29615931,Jennifer Mendez,635-129-6146x62458,9619.24,Gerente,10944.82
34329173,Cristina Farmer,001-204-970-5898,5618.66,Ejecutivo,77630.78
74201254,Valerie Smith,129.256.0378,2888.37,Cliente,16302.64
16457655,Morgan Carrillo,743.933.8015,5718.03,Gerente,40723.47
12581646,Ms. Laura Johnson MD,001-890-224-2755x0873,1240.41,Cliente,62471.06
13244582,Michele Park,606.152.6784x9367,9029.78,Cliente,47205.81
89367492,Austin Hensley,502.024.3277,11874.57,Cliente,41737.01
19489292,Adam King,+1-894-116-5377x4878,2328.06,Analista,26040.86
20756636,Mary Moss,(352)977-6497x957,4385.04,Analista,74495.56
70945124,Daniel Mills,+1-759-932-4888x348,12301.68,Cliente,12741.74
75158941,Jason Garcia,(867)839-0315,18328.55,Ejecutivo,34963.98
29035535,Cindy Brock,006-297-8603,16600.22,Cliente,13120.31
82758223,Richard Medina,(289)288-1086x23052,7149.19,Cliente,79784.55
23665663,Randall Moon,294.236.6010,16239.74,Gerente,56135.84
90504642,Breanna Hart,(404)956-6699x818,12634.08,Ejecutivo,56505.8
20589282,Cody Shaw,528.297.8812,1006.79,Cliente,38858.01
83328384,Amanda Conway,(350)605-8946x250,2591.98,Ejecutivo,17949.61
73383166,James Moore,001-003-650-2848,12214.19,Cliente,50083.26
83422983,Stacey Peterson,001-178-308-2191x3396,3589.33,Cliente,17177.43
91281925,Donna Johnson,927-761-9638x30908,19587.12,Ejecutivo,79492.78
63216340,Danny Davis,846-580-3448x44986,13378.55,Cliente,57609.73
14299632,Amanda Hill,001-449-028-3073x91951,17822.59,Ejecutivo,55561.86
75759469,John Mcdonald,332.266.9572,11989.27,Cliente,16260.04
26760519,Lori Wilkins,235.422.9037x8493,5192.2,Ejecutivo,5797.75
26611606,John Strickland,553.031.7021x9704,10019.56,Ejecutivo,45679.7
51061853,Amy Smith,661.672.9826,7842.64,Cliente,63090.38
71485578,Mary Thompson,001-927-995-6193,11774.2,Cliente,56790.3
61844179,Debbie Fleming,+1-792-647-2051x002,13447.26,Analista,49240.5
33000077,Michael Wall,567.987.7384,19469.32,Ejecutivo,78823.91
16470252,Daniel Washington,+1-787-372-2627x69182,17778.83,Ejecutivo,7310.59
31656512,Sabrina Petersen,001-800-449-2938x716,9647.36,Cliente,24357.8
4134852,Donna Hansen,(390)240-3290,18143.91,Gerente,75091.02
91710503,Adam Beck,(739)521-8188x6713,16800.51,Ejecutivo,7420.68
100381,Sandra Shaw,420-892-7713x16306,4095.25,Ejecutivo,18132.44
58624169,Ray King,(451)543-2306,17975.21,Cliente,31882.36
23868376,Edward Pitts,+1-982-959-0857,8152.39,Ejecutivo,47769.0
2011575,Bradley Thompson,001-465-290-5971x361,10356.12,Gerente,27610.83
96824707,Bethany Riley,001-738-868-6314x78173,11694.36,Cliente,33605.18
6714274,Victoria Tran,6676234546,2829.18,Analista,75658.04
42317097,Devin Phillips,490-774-2480x09328,14398.54,Ejecutivo,78236.41
95050964,Kristin Walker,520.555.1638,18171.19,Gerente,50138.03
48065373,Kimberly Jones,+1-891-357-3458,19429.48,Ejecutivo,9564.31
62107335,Mr. Jonathan Long MD,+1-827-562-6647x333,12390.0,Analista,75905.09
19528908,Cory Rodriguez,(945)901-7192x9346,412.83,Cliente,31497.7
59990244,Garrett Ponce,001-797-871-9569x3915,16703.06,Ejecutivo,40217.12
97748793,Tammy White,517-811-1812,7619.3,Analista,61631.0
92579714,Heather Norris,(813)978-3807,6901.87,Ejecutivo,7696.51
82730324,Andrea Young,763-969-9955x173,16416.28,Ejecutivo,43868.12
11451490,Steven Cooper,212.014.3110x76720,9843.17,Gerente,77844.18
21358061,Robert Petersen,+1-032-136-2277x24785,1100.38,Analista,48161.7
94647904,Nicole Smith,(064)278-7403,12511.16,Analista,41927.81
9819680,Deborah Clark,+1-959-683-5162x03783,9371.62,Gerente,76195.04
16677064,Jordan Hernandez,827-471-1037,17334.09,Gerente,60828.93
49502659,Kelsey Daniels,769-199-5630x5927,7838.19,Cliente,58792.28
59011032,Justin Cantrell,574.852.7701x75255,6688.39,Ejecutivo,74485.35
10683354,Jessica Brown,(571)154-6887x022,8905.52,Analista,42226.13
13731688,Cody Green,183.846.5472,1821.0,Gerente,29340.91
63990305,Miss Heidi Stafford,101-341-5132x61134,1105.65,Analista,23421.42
9065865,Micheal Bright,474.468.5798,14219.23,Gerente,5564.91
53749674,Elijah Smith,(858)984-1675x35704,16159.7,Cliente,68200.65
44642285,Jimmy Swanson,557-970-6132,7529.4,Gerente,35765.25
30591550,Brandon Anderson,(766)466-2615x9574,4162.79,Cliente,41116.94
66050334,Alan Cooper,001-741-986-6557x4953,19050.4,Ejecutivo,15456.55
45232298,Mrs. Melissa Mitchell MD,781-832-7292x206,16201.72,Analista,38888.65
86285779,Melissa Chang,6515753188,16906.44,Gerente,28296.72
43588653,Robert Moran,129.379.8449,4518.84,Analista,45945.0
85901193,Peter Peterson,103-431-3134x9189,15210.56,Gerente,32159.97
20570255,Jeffrey Hammond,001-354-397-3379,15235.05,Ejecutivo,24261.85
98237151,Adam Byrd,438-435-3310x20192,1315.39,Cliente,62357.44
1384446,Margaret Thomas PhD,745-274-5914,16012.11,Gerente,47496.7
84110696,Brianna Schmidt,(263)570-4912,12750.39,Analista,15146.15
94617459,Jillian Gibson,324-415-0313,5295.74,Cliente,6047.44
27623047,Jeremy Navarro,419-258-4066,12523.07,Analista,42817.31
96609039,James Gonzalez MD,402-816-7740,7986.87,Cliente,25766.02
71652664,James Costa,975.725.1735,16075.31,Gerente,29812.78
97461557,Richard George,292-142-9060x8281,3233.4,Gerente,53456.86
29837347,Albert Rodriguez,001-705-022-8747x86660,13453.89,Analista,22826.4
44896237,Kathleen Waller,376-544-4409x6927,16675.94,Analista,25532.85
29009629,Paula Gonzalez,265.349.9819x733,6419.13,Ejecutivo,48335.1
36976134,Jacob Lam,6666902305,19366.09,Analista,65259.23
36604921,Jill Rosario,+1-979-568-1588x9660,15216.68,Gerente,61619.37
476899,Melissa Molina,863-776-0954x39317,18234.78,Analista,23614.81
70964619,Erica Reilly,240-376-6688x70181,9578.97,Ejecutivo,69309.75
8950789,Christopher Gutierrez,711-452-5028,9053.77,Gerente,51415.59
30053101,Michael Green,149-885-2094x63738,8517.49,Analista,48418.07
70695410,Cindy Myers,(473)048-2648x830,5441.66,Analista,71046.92
67360300,Jane Richard,320-211-9109x25482,11461.22,Analista,40945.94
28789249,Thomas Barrera,(059)849-6789x09787,3487.05,Ejecutivo,38224.72
96725606,Caroline Fisher,167-529-0384x839,3849.32,Ejecutivo,19931.8
53117517,Miranda Simon,+1-155-338-7473x3393,1411.8,Analista,62615.86
75613246,Mitchell White MD,+1-863-007-4005x59659,4862.79,Analista,17579.28
60341059,Brian Wu,381-421-8271x91312,13686.45,Cliente,31676.93
57624346,Jessica Hart,476.858.5440x1088,17481.45,Analista,31799.04
82292848,Wendy Schmidt,(310)544-2882x08365,7812.2,Gerente,23967.6
20682960,Joyce Collins,+1-982-585-8565,12778.38,Cliente,41974.94
45612662,Zachary Harding,591-524-4497x54758,13391.58,Cliente,34281.95
4365764,John Hernandez,988.834.3016x28185,1946.52,Cliente,62259.46
